ID_MAN_CO;ISIN_CODE;FUND_NUMBER;FUND_NAME;FUND_CCY;SHARECLASS_CODE;SHARECLASS_NAME;SHARECLASS_CCY;SUBRED_TYPE;SUBRED_SHARES_OUTSTANDING;SUBRED_DATE;SUBRED_AMOUNT_SHARE_CLASS_CCY;SUBRED_AMOUNT_CPT_CCY;SUBRED_AMOUNT_EUR_FIN_PERIODE;FX_RATE_EUR_FIN_PERIODE;FX_RATE_DATE;Reporting Period
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;195;15/02/2021;25207.65;26783.881422;22788.965894;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;226;12/02/2021;29002.58;30816.107953;26219.770842;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;120;11/02/2021;15296.4;16252.882112;13828.704298;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;REDEMPTION;670;10/02/2021;85337.9;90674.068958;77149.694341;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;55;10/02/2021;7005.35;7443.39372;6333.183864;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;4000;09/02/2021;508800;540615.204803;459980.436367;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;100;08/02/2021;12634;13424.00255;11421.762644;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;REDEMPTION;80;02/02/2021;9952;10574.297402;8997.101617;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;121;01/02/2021;14870.9;15800.775647;13444.031193;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;2529;27/01/2021;319437.99;339412.410349;288787.787013;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;609;22/01/2021;77221.2;82049.832652;69811.794954;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;230;21/01/2021;29088.1;30906.975509;26297.085163;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;REDEMPTION;180;18/01/2021;22465.8;23870.58386;20310.197499;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;862;15/01/2021;108456.84;115238.633587;98050.362795;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;165;13/01/2021;20851.05;22154.863731;18850.383407;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;REDEMPTION;300;11/01/2021;38412;40813.897891;34726.353227;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;120;11/01/2021;15364.8;16325.559156;13890.541291;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;350;08/01/2021;44544.5;47329.862402;40270.437397;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;1020;07/01/2021;128724;136773.096743;116372.880682;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;SUBSCRIPTION;606;06/01/2021;76040.88;80795.707379;68744.727131;.90405;31/03/2021;31/03/2021
343;LU1787061362;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;IC;I CHF H P;CHF;REDEMPTION;220;05/01/2021;27559.4;29282.686076;24915.06454;.90405;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;215;31/03/2021;28063.95;28063.95;23878.107483;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;56.25;30/03/2021;7342.31;7342.31;6247.177156;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;226.07;29/03/2021;29633.26;29633.26;25213.34906;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;100;26/03/2021;12893;12893;10969.961099;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1393;26/03/2021;179599.49;179599.49;152811.558106;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;6.58;25/03/2021;846.98;846.98;720.649783;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;464.93;24/03/2021;60375.81;60375.81;51370.533391;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;22.93;23/03/2021;2997.64;2997.64;2550.530845;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;9402;22/03/2021;1221225.79;1221225.79;1039075.421476;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;164.59;22/03/2021;21378.59;21378.59;18189.893791;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;120.85;19/03/2021;15725;15725;13379.557766;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;55.49;19/03/2021;7220.36;7220.36;6143.416452;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;417.67;18/03/2021;54627.06;54627.06;46479.230834;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;195.94;17/03/2021;25679.9;25679.9;21849.647407;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;141.34;17/03/2021;18524.02;18524.02;15761.093523;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;9.16;16/03/2021;1201.79;1201.79;1022.538552;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;70;15/03/2021;9161.6;9161.6;7795.113286;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;332.12;15/03/2021;43467.86;43467.86;36984.467017;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;61.49;12/03/2021;8053.96;8053.96;6852.681912;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1657.08;11/03/2021;214177.59;214177.59;182232.205889;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;1663.01;11/03/2021;214944.05;214944.05;182884.345529;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;4.48;10/03/2021;575.23;575.23;489.432306;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;188.38;10/03/2021;24187.99;24187.99;20580.261332;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;3900;09/03/2021;496158;496158;422154.189004;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;117.45;09/03/2021;14941.99;14941.99;12713.33662;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;10.65;08/03/2021;1347.97;1347.97;1146.915261;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;32.24;08/03/2021;4080.62;4080.62;3471.98035;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;47.74;05/03/2021;6010.94;6010.94;5114.385943;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;185;05/03/2021;23293.35;23293.35;19819.060216;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;586.2;04/03/2021;74857.74;74857.74;63692.42967;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;1468.86;03/03/2021;189673.89;189673.89;161383.323877;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;53.8;02/03/2021;6975.71;6975.71;5935.25691;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;53.71;01/03/2021;6841.04;6841.04;5820.673441;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1192.5;01/03/2021;151888.73;151888.73;129233.961021;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;117.81;26/02/2021;15142.12;15142.12;12883.616486;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;59.27;25/02/2021;7715.77;7715.77;6564.934208;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;258.19;25/02/2021;33611.17;33611.17;28597.938989;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;342.46;24/02/2021;44605.43;44605.43;37952.36422;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;104.06;24/02/2021;13553.82;13553.82;11532.217338;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;72.78;23/02/2021;9512.35;9512.35;8093.547619;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;666.79;23/02/2021;87149.45;87149.45;74150.785409;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;585;22/02/2021;77296.05;77296.05;65767.056665;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;604.65;19/02/2021;79844.04;79844.04;67935.00448;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;434.88;19/02/2021;57425.9;57425.9;48860.613438;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;348.27;18/02/2021;46135.33;46135.33;39254.073945;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;86.77;18/02/2021;11494.42;11494.42;9779.984507;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;10.63;17/02/2021;1420.06;1420.06;1208.25277;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;235.65;17/02/2021;31480.49;31480.49;26785.057835;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;180;16/02/2021;24087.6;24087.6;20494.844874;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;616.9;16/02/2021;82553.56;82553.56;70240.389495;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;190.27;15/02/2021;25406.76;25406.76;21617.247254;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;115.06;15/02/2021;15363.96;15363.96;13072.368225;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;47;12/02/2021;6230.32;6230.32;5301.0446;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;103.95;11/02/2021;13687.09;13687.09;11645.609622;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;3.27;10/02/2021;430.2;430.2;366.03407;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;245.71;10/02/2021;32325.61;32325.61;27504.125044;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;1100.11;09/02/2021;144521.45;144521.45;122965.538233;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;225;09/02/2021;29558.25;29558.25;25149.52708;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;667.66;08/02/2021;87109.61;87109.61;74116.887693;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;.72;08/02/2021;93.94;93.94;79.9285;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1291.58;05/02/2021;167698.75;167698.75;142685.857737;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;373.26;05/02/2021;48464.07;48464.07;41235.473713;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;51.78;04/02/2021;6718.46;6718.46;5716.376704;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;813.73;04/02/2021;105581.49;105581.49;89833.618091;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;110.14;03/02/2021;14262.03;14262.03;12134.795183;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;195.37;02/02/2021;25097.23;25097.23;21353.884805;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;2.51;02/02/2021;322.43;322.43;274.338366;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;38.64;01/02/2021;4903.8;4903.8;4172.379992;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;160.06;31/01/2021;20609.32;20609.32;17535.363272;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;533.82;31/01/2021;68734.66;68734.66;58482.629825;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;23.98;28/01/2021;3066.08;3066.08;2608.762765;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1.69;27/01/2021;220.43;220.43;187.552046;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;317.22;27/01/2021;41375.01;41375.01;35203.773378;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;34.7;26/01/2021;4511;4511;3838.167573;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;213.2;26/01/2021;27716;27716;23582.055519;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;1061.85;25/01/2021;138603.28;138603.28;117930.085299;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;3325.43;22/01/2021;435332.04;435332.04;370400.64716;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;245;22/01/2021;32072.95;32072.95;27289.150223;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;598.33;21/01/2021;78117.96;78117.96;66466.375732;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;17.96;20/01/2021;2320.07;2320.07;1974.022931;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;503.56;20/01/2021;65049.88;65049.88;55347.448466;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;415.84;19/01/2021;53605.93;53605.93;45610.406171;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;1.29;19/01/2021;166.29;166.29;141.487228;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;45.67;18/01/2021;5882.75;5882.75;5005.315959;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;5251.64;18/01/2021;676463.75;676463.75;575566.665804;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;415;15/01/2021;53891.9;53891.9;45853.722682;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;445.17;15/01/2021;57809.77;57809.77;49187.2278;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;680.18;14/01/2021;88783.9;88783.9;75541.451113;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;979.47;13/01/2021;127742.48;127742.48;108689.214012;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;194.36;13/01/2021;25348.43;25348.43;21567.61739;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;280.67;12/01/2021;36717.25;36717.25;31240.735605;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;195;11/01/2021;25769.25;25769.25;21925.670522;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;378.84;11/01/2021;50063.71;50063.71;42596.521458;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;1761.46;07/01/2021;229394.94;229394.94;195179.83154;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;REDEMPTION;13.31;06/01/2021;1723.38;1723.38;1466.331463;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;19.36;05/01/2021;2502.47;2502.47;2129.217292;.850846;31/03/2021;31/03/2021
343;LU1787060471;274380;DECALIA SICAV-CIRCULAR ECONOMY;USD;R;R USD H P;USD;SUBSCRIPTION;101.61;04/01/2021;13191.01;13191.01;11223.521799;.850846;31/03/2021;31/03/2021
